2025-10-29 18:04:25 | INFO | Planet | [Registry] Detected resource types: []
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_84' (60 frames, 0.167s each) in 28.7 ms
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_oceanic_85' from 'assets/planets_rotation/oceanic/oceanic_rotation_4.gif'
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_oceanic_85'...
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_oceanic_85' (60 frames, 0.167s each) in 29.4 ms
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_86' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_86'...
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_86' (60 frames, 0.167s each) in 27.7 ms
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_87' from 'assets/planets_rotation/volcanic/lava_rotation_1.gif'
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_87'...
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_87' (60 frames, 0.167s each) in 31.1 ms
2025-10-29 18:04:31 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_90' from 'assets/planets_rotation/volcanic/lava_rotation_3.gif'
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:31 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_90'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_90' (60 frames, 0.167s each) in 28.8 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_91' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_91'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_91' (60 frames, 0.167s each) in 29.5 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_93' from 'assets/planets_rotation/barren/barren_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_93'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_93' (60 frames, 0.167s each) in 27.5 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_oceanic_94' from 'assets/planets_rotation/oceanic/oceanic_rotation_3.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_oceanic_94'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_oceanic_94' (60 frames, 0.167s each) in 29.0 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_95' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_95'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_95' (60 frames, 0.167s each) in 29.4 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_oceanic_96' from 'assets/planets_rotation/oceanic/oceanic_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_oceanic_96'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_oceanic_96' (60 frames, 0.167s each) in 29.1 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_97' from 'assets/planets_rotation/barren/barren_rotation_3.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_97'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_97' (60 frames, 0.167s each) in 30.1 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_98' from 'assets/planets_rotation/volcanic/lava_rotation_3.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_98'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_98' (60 frames, 0.167s each) in 29.1 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_99' from 'assets/planets_rotation/barren/barren_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_99'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_99' (60 frames, 0.167s each) in 29.2 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_100' from 'assets/planets_rotation/volcanic/lava_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_100'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_100' (60 frames, 0.167s each) in 29.8 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_101' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_101'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_101' (60 frames, 0.167s each) in 27.7 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_terrestrial_102' from 'assets/planets_rotation/terrestrial/terrestrial_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_terrestrial_102'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_terrestrial_102' (60 frames, 0.167s each) in 29.8 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_103' from 'assets/planets_rotation/volcanic/lava_rotation_4.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_103'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_103' (60 frames, 0.167s each) in 30.5 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_hydrogen_giant_104' from 'assets/planets_rotation/hydrogen_giant/gas_giant_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_hydrogen_giant_104'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_hydrogen_giant_104' (60 frames, 0.167s each) in 246.9 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_105' from 'assets/planets_rotation/barren/barren_rotation_3.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_105'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_105' (60 frames, 0.167s each) in 29.2 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_volcanic_106' from 'assets/planets_rotation/volcanic/lava_rotation_2.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_volcanic_106'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_volcanic_106' (60 frames, 0.167s each) in 28.3 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_107' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_107'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_107' (60 frames, 0.167s each) in 29.0 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_108' from 'assets/planets_rotation/barren/barren_rotation_4.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_108'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_108' (60 frames, 0.167s each) in 28.7 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_quantum_giant_109' from 'assets/planets_rotation/quantum_giant/quantum_giant_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_quantum_giant_109'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_quantum_giant_109' (60 frames, 0.167s each) in 28.9 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_ionized_giant_110' from 'assets/planets_rotation/ionized_giant/ionized_giant_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_ionized_giant_110'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_ionized_giant_110' (60 frames, 0.167s each) in 28.4 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_112' from 'assets/planets_rotation/barren/barren_rotation_3.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_112'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_112' (60 frames, 0.167s each) in 30.1 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_ionized_giant_113' from 'assets/planets_rotation/ionized_giant/ionized_giant_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_ionized_giant_113'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_ionized_giant_113' (60 frames, 0.167s each) in 29.6 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_114' from 'assets/planets_rotation/barren/barren_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_114'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_114' (60 frames, 0.167s each) in 29.0 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_barren_115' from 'assets/planets_rotation/barren/barren_rotation_1.gif'
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 10 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 20 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 30 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 40 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 50 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | DEBUG | assets | [GIF Loader] Decoded 60 frames from 'planet_anim_barren_115'...
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ✅ Loaded 'planet_anim_barren_115' (60 frames, 0.167s each) in 28.0 ms
2025-10-29 18:04:32 | INFO | assets | [GIF Loader] ⏳ Loading GIF 'planet_anim_oceanic_116' from 'assets/planets_rotation/oceanic/oceanic_rotation_4.gif'
